State,District Name,Market
Gujarat,Junagarh,Kodinar
Gujarat,Junagarh,Talalagir
Gujarat,Kachchh,Abadasa
Gujarat,Kachchh,Bachau
Gujarat,Kachchh,Mundra
Gujarat,Kachchh,Anjar
Gujarat,Kachchh,Bhuj
Gujarat,Kachchh,Nakhatrana
Gujarat,Kachchh,"Anjar(Veg,Sub Yard)"
Gujarat,Kachchh,K.Mandvi
Gujarat,Kachchh,Rapar
Gujarat,Kheda,Balasinor
Gujarat,Kheda,Matar
Gujarat,Kheda,Nadiyad(Chaklasi)
Gujarat,Kheda,Kapadanj(Moti Jaher)
Gujarat,Kheda,Matar(Limbasi)
Gujarat,Kheda,Nadiyad(Piplag)
Gujarat,Kheda,Kapadvanj
Gujarat,Kheda,Mehmadabad
Gujarat,Kheda,Thasara
Gujarat,Kheda,Kathlal
Gujarat,Kheda,"Mehmadabad(Veg ,market)"
Gujarat,Kheda,Thasara(Dokar)
Gujarat,Kheda,Kheda
Gujarat,Kheda,Nadiad
Gujarat,Kheda,Virpur
Gujarat,Kheda,Kheda(Nayaka)
Gujarat,Mehsana,Becharaji
Gujarat,Mehsana,Unava
Gujarat,Mehsana,Vijapur(Gojjariya)
Gujarat,Mehsana,Kadi
Gujarat,Mehsana,Unjha
Gujarat,Mehsana,Vijapur(Kukarvada)
Gujarat,Mehsana,Kadi(Kadi cotton Yard)
Gujarat,Mehsana,Vadnagar
Gujarat,Mehsana,Vijapur(Ladol)
Gujarat,Mehsana,Mehsana
Gujarat,Mehsana,Vadnagar(Kheralu)
Gujarat,Mehsana,Vijapur(veg)
Gujarat,Mehsana,Mehsana(Jornang)
Gujarat,Mehsana,Vijapur
Gujarat,Mehsana,Visnagar
Gujarat,Mehsana,Mehsana(Mehsana Veg)
Gujarat,Morbi,Vankaner
Gujarat,Narmada,Dediyapada
Gujarat,Narmada,Selemba(Navgam Javli)
Gujarat,Narmada,Tilakwada
Gujarat,Narmada,Rajpipla
Gujarat,Navsari,Bilimora
Gujarat,Navsari,Chikhali
Gujarat,Navsari,Vansda
Gujarat,Navsari,Bilimora(Gandevi)
Gujarat,Navsari,Navsari
Gujarat,Navsari,Vansda(Limzar)
Gujarat,Panchmahals,Derol
Gujarat,Panchmahals,Gogamba
Gujarat,Panchmahals,Lunavada(Kobamba)
Gujarat,Panchmahals,Derol(Adadara)
Gujarat,Panchmahals,Gogamba(Similiya)
Gujarat,Panchmahals,Morva Hafad
Gujarat,Panchmahals,Derol(Vejalpur)
Gujarat,Panchmahals,Halol
Gujarat,Panchmahals,Santrampur
Gujarat,Panchmahals,Godhra
Gujarat,Panchmahals,Khanpur
Gujarat,Panchmahals,Santrampur(Fathaepura)
Gujarat,Panchmahals,Godhra(Kakanpur)
Gujarat,Panchmahals,Lunavada
Gujarat,Panchmahals,Shehra
Gujarat,Panchmahals,Godhra(Timbaroad)
Gujarat,Patan,Harij
Gujarat,Patan,Radhanpur
Gujarat,Patan,Siddhpur
Gujarat,Patan,Patan
Gujarat,Patan,Sami
Gujarat,Patan,Varahi
Gujarat,Patan,"Patan(Veg,Yard Patan)"
Gujarat,Porbandar,Kutiyana
Gujarat,Porbandar,Porbandar
Gujarat,Rajkot,Dhoraji
Gujarat,Rajkot,Jasdan
Gujarat,Rajkot,Rajkot
Gujarat,Rajkot,Gondal
Gujarat,Rajkot,Jasdan(Vichhiya)
Gujarat,Rajkot,Rajkot(Ghee Peeth)
Gujarat,Rajkot,Gondal(Veg.market Gondal)
Gujarat,Rajkot,Jetpur(Dist.Rajkot)
Gujarat,Rajkot,Upleta
Gujarat,Rajkot,Jamkandorna
Gujarat,Rajkot,Morbi
Gujarat,Sabarkantha,Bayad
Gujarat,Sabarkantha,Idar
Gujarat,Sabarkantha,Modasa
Gujarat,Sabarkantha,Bayad(Demai)
Gujarat,Sabarkantha,Idar(Jadar)
Gujarat,Sabarkantha,Modasa(Tintoi)
Gujarat,Sabarkantha,Bayad(Sadamba)
Gujarat,Sabarkantha,Khedbrahma
Gujarat,Sabarkantha,Prantij
Gujarat,Sabarkantha,Bhiloda
Gujarat,Sabarkantha,Khedbrahma(Lambadia)
Gujarat,Sabarkantha,Prantij(Salala)
Gujarat,Sabarkantha,Dhansura
Gujarat,Sabarkantha,Khedbrahma(Posina)
Gujarat,Sabarkantha,Talod
Gujarat,Sabarkantha,Himatnagar
Gujarat,Sabarkantha,Malpur
Gujarat,Sabarkantha,Talod(Harsol)
Gujarat,Sabarkantha,Himatnagar(Gambhoi)
Gujarat,Sabarkantha,Meghraj
Gujarat,Sabarkantha,Vadali
Gujarat,Sabarkantha,Himatnagar(Veg.Market Himatnagar)
Gujarat,Sabarkantha,Meghraj(Radlavada)
Gujarat,Sabarkantha,Vijaynagar(Kundlakap)
Gujarat,Surat,Bardoli
Gujarat,Surat,Mandvi
Gujarat,Surat,Surat
Gujarat,Surat,Bardoli(Katod)
Gujarat,Surat,Mandvi(Amba Paradi)
Gujarat,Surat,Uchhal
Gujarat,Surat,Kosamba
Gujarat,Surat,Nizar
Gujarat,Surat,Uchhal(Karod)
Gujarat,Surat,Kosamba(Vankal)
Gujarat,Surat,Nizar(Kukarmuda)
Gujarat,Surat,Valod
Gujarat,Surat,Kosamba(Zangvav)
Gujarat,Surat,Songadh
Gujarat,Surat,Valod(Buhari)
Gujarat,Surat,Mahuva
Gujarat,Surat,Songadh(Badarpada)
Gujarat,Surat,Vyara(Paati)
Gujarat,Surat,Mahuva(Anaval)
Gujarat,Surat,Songadh(Umrada)
Gujarat,Surat,Vyra
Gujarat,Surendranagar,"Chotial(Veg,Yard)"
Gujarat,Surendranagar,Dhragradhra
Gujarat,Surendranagar,Muli
Gujarat,Surendranagar,Chotila
Gujarat,Surendranagar,Halvad
Gujarat,Surendranagar,Sayala
Gujarat,Surendranagar,"Chotila(Veg,Yard Chotila)"
Gujarat,Surendranagar,Lakhtar
Gujarat,Surendranagar,Vadhvan
Gujarat,Surendranagar,Dasada Patadi
Gujarat,Surendranagar,Limdi
Gujarat,The Dangs,Ahwa-Dang
Gujarat,Vadodara(Baroda),Bodeli
Gujarat,Vadodara(Baroda),Jepur Pavi(Chackak)
Gujarat,Vadodara(Baroda),Savli
Gujarat,Vadodara(Baroda),Bodeli(Hadod)
Gujarat,Vadodara(Baroda),Jetpur-Pavi
Gujarat,Vadodara(Baroda),Savli(Desar)
Gujarat,Vadodara(Baroda),Bodeli(Kalediya)
Gujarat,Vadodara(Baroda),Karjan
Gujarat,Vadodara(Baroda),Savli(Samlaya)
Gujarat,Vadodara(Baroda),Bodeli(Modasar)
Gujarat,Vadodara(Baroda),Kawant
Gujarat,Vadodara(Baroda),Shinor
Gujarat,Vadodara(Baroda),Chhota Udaipur
Gujarat,Vadodara(Baroda),Kawant(Panvad)
Gujarat,Vadodara(Baroda),Vadodara
Gujarat,Vadodara(Baroda),Chhota Udepur(Tejgadh)
Gujarat,Vadodara(Baroda),Nasvadi
Gujarat,Vadodara(Baroda),Vadodara(Navapura)
Gujarat,Vadodara(Baroda),Dabhoi(Kayavarohan)
Gujarat,Vadodara(Baroda),Nasvadi(Thalkala)
Gujarat,Vadodara(Baroda),Vadodara(Sayajipura)
Gujarat,Vadodara(Baroda),Daboi
Gujarat,Vadodara(Baroda),Padra
Gujarat,Vadodara(Baroda),Vagodiya
Gujarat,Valsad,Chikli(Khorgam)
Gujarat,Valsad,Pardi(Motavagachiya)
Gujarat,Valsad,Pardi(Vapi)
Gujarat,Valsad,Dharampur(veg)
Gujarat,Valsad,Pardi(Rohinee)
Gujarat,Valsad,Valsad
Gujarat,Valsad,Pardi
Gujarat,Valsad,Pardi(Ugvada)
Gujarat,Valsad,Valsad(Dungari)
Haryana,Ambala,Ambala Cantt.
Haryana,Ambala,Mullana
Haryana,Ambala,Naraingarh
Haryana,Ambala,Ambala City
Haryana,Ambala,Mullana(saha)
Haryana,Ambala,"New Grain Market , Ambala"
Haryana,Ambala,Ambala City(Subji Mandi)
Haryana,Ambala,Naneola
Haryana,Ambala,Shahzadpur
Haryana,Ambala,Barara
Haryana,Bhiwani,Behal
Haryana,Bhiwani,Jui
Haryana,Bhiwani,"New Grain Market , Bhiwani"
Haryana,Bhiwani,Bhiwani
Haryana,Bhiwani,Loharu
Haryana,Bhiwani,Siwani
Haryana,Bhiwani,Bhiwani(Bawani Khera)
Haryana,Bhiwani,Loharu(Dighwa)
Haryana,Bhiwani,Tosham
Haryana,Bhiwani,Ch. Dadri
Haryana,Faridabad,Ballabhgarh
Haryana,Faridabad,Faridabad
Haryana,Faridabad,"New Grain Market , Faridabad"
Haryana,Fatehabad,Bhattu Kalan
Haryana,Fatehabad,Fatehabad
Haryana,Fatehabad,Tohana
Haryana,Fatehabad,Bhuna
Haryana,Fatehabad,Jakhal
Haryana,Fatehabad,Tohana(New Veg Market)
Haryana,Fatehabad,Dharsul
Haryana,Fatehabad,Ratia
Haryana,Gurgaon,Farukh Nagar
Haryana,Gurgaon,Pataudi
Haryana,Gurgaon,Sohna
Haryana,Gurgaon,Gurgaon
Haryana,Gurgaon,Rerozepur Zhirka
Haryana,Hissar,Adampur
Haryana,Hissar,Hansi(Sisai)
Haryana,Hissar,Narnaund
Haryana,Hissar,Adampur(Agroha)
Haryana,Hissar,Hissar
Haryana,Hissar,"New Grain Market-2 , Hisar"
Haryana,Hissar,Barwala(Hisar)
Haryana,Hissar,Narnaud(Bass)
Haryana,Hissar,Uklana
Haryana,Hissar,Hansi
Haryana,Jhajar,Bahadurgarh
Haryana,Jhajar,Jhajjar
Haryana,Jind,Jind
Haryana,Jind,"New Grain Market , Jind"
Haryana,Jind,Safidon
Haryana,Jind,Jullana
Haryana,Jind,Pillukhera
Haryana,Jind,Uchana
Haryana,Jind,Narwana
Haryana,Kaithal,Cheeka
Haryana,Kaithal,Kalayat
Haryana,Kaithal,Pundri
Haryana,Kaithal,Dhand
Haryana,Kaithal,Pai
Haryana,Kaithal,Siwan
Haryana,Kaithal,Kaithal
Haryana,Kaithal,Pai(Rajaund)
Haryana,Karnal,Asandh
Haryana,Karnal,Kunjpura
Haryana,Karnal,Nilokheri
Haryana,Karnal,Gharaunda
Haryana,Karnal,"New Grain Market(main), Karnal"
Haryana,Karnal,Nissing
Haryana,Karnal,Indri
Haryana,Karnal,Nigdu
Haryana,Karnal,Tarori
Haryana,Karnal,Jundla
Haryana,Kurukshetra,Babain
Haryana,Kurukshetra,Pehowa
Haryana,Kurukshetra,Shahabad
Haryana,Kurukshetra,Iamailabad
Haryana,Kurukshetra,Pehowa(Gumthala Gahru)
Haryana,Kurukshetra,Thanesar
Haryana,Kurukshetra,Ladwa
Haryana,Kurukshetra,Pipli
Haryana,Mahendragarh-Narnaul,Ateli
Haryana,Mahendragarh-Narnaul,Mohindergarh
Haryana,Mahendragarh-Narnaul,Narnaul
Haryana,Mahendragarh-Narnaul,Khanina
Haryana,Mewat,FerozpurZirkha(Nagina)
Haryana,Mewat,Nuh
Haryana,Mewat,Taura
Haryana,Mewat,Hathin
Haryana,Mewat,Punhana
Haryana,Palwal,Hassanpur
Haryana,Palwal,Hodal
Haryana,Palwal,Palwal
Haryana,Panchkula,Barwala
Haryana,Panchkula,Panchkul(Kalka)
Haryana,Panchkula,Raipur Rai
Haryana,Panchkula,"New Grain Market , Panchkula"
Haryana,Panchkula,Panchkula
Haryana,Panipat,Bapauli
Haryana,Panipat,Madlauda
Haryana,Panipat,Panipat(Baharpur)
Haryana,Panipat,Israna
Haryana,Panipat,Panipat
Haryana,Panipat,Samalkha
Haryana,Rewari,Kosli
Haryana,Rewari,Rewari
Haryana,Rohtak,Meham
Haryana,Rohtak,Rohtak
Haryana,Rohtak,Sampla
Haryana,Rohtak,"New Grain Market , Rohtak"
Haryana,Rohtak,Rohtak(Kalanaur)
Haryana,Sirsa,Dabwali
Haryana,Sirsa,kalanwali
Haryana,Sirsa,Rania(Jiwan nagar)
Haryana,Sirsa,Dabwali(Chautala)
Haryana,Sirsa,Kalawali(Odhan)
Haryana,Sirsa,Sirsa
Haryana,Sirsa,Ding
Haryana,Sirsa,"New Grain Market , Sirsa"
Haryana,Sirsa,Sirsa(Malekan)
Haryana,Sirsa,Ellanabad
Haryana,Sirsa,Rania
Haryana,Sonipat,Ganaur
Haryana,Sonipat,"New Grain Market , Sonipat"
Haryana,Sonipat,Sonepat(Kharkhoda)
Haryana,Sonipat,Gohana
Haryana,Sonipat,Sonepat
Haryana,Yamuna Nagar,Bilaspur
Haryana,Yamuna Nagar,Jagadhri
Haryana,Yamuna Nagar,Sadhaura
Haryana,Yamuna Nagar,Chhachhrauli(Khizrabad)
Haryana,Yamuna Nagar,Mustafabad
Haryana,Yamuna Nagar,Yamuna Nagar
Haryana,Yamuna Nagar,Chhachrauli
Haryana,Yamuna Nagar,Radaur
Himachal Pradesh,Bilaspur,Bilaspur
Himachal Pradesh,Bilaspur,Namhol(Bilaspur)
Himachal Pradesh,Chamba,Chamba
Himachal Pradesh,Hamirpur,Hamirpur
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun)
Himachal Pradesh,Kangra,Jwalaji
Himachal Pradesh,Kangra,Kangra(Jaisinghpur)
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan)
Himachal Pradesh,Kangra,Kangra
Himachal Pradesh,Kangra,Kangra(Jassour)
Himachal Pradesh,Kangra,Palampur
Himachal Pradesh,Kangra,Kangra(Baijnath)
Himachal Pradesh,Kullu,Bandrol
Himachal Pradesh,Kullu,Khegsu
Himachal Pradesh,Kullu,Kullu(Chauri Bihal)
Himachal Pradesh,Kullu,Bhuntar
Himachal Pradesh,Kullu,Kullu
Himachal Pradesh,Kullu,Kullu(Patli Kuhal)
Himachal Pradesh,Mandi,Chail Chowk
Himachal Pradesh,Mandi,Mandi(Mandi)
Himachal Pradesh,Mandi,Mandi(Takoli)
Himachal Pradesh,Mandi,Dhanotu (Mandi)
Himachal Pradesh,Shimla,Rohroo
Himachal Pradesh,Shimla,Shimla and Kinnaur(Koti)
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur)
Himachal Pradesh,Shimla,Shimla
Himachal Pradesh,Shimla,Shimla and Kinnaur(Nerwa)
Himachal Pradesh,Shimla,Shimla and Kinnaur(Theog)
Himachal Pradesh,Sirmore,Nahan
Himachal Pradesh,Sirmore,Sirmour(Bagthan)
Himachal Pradesh,Sirmore,Sirmour(sarahan)
Himachal Pradesh,Sirmore,Paonta Sahib
Himachal Pradesh,Solan,Dharampur
Himachal Pradesh,Solan,Solan(ChakkikaMor)
Himachal Pradesh,Solan,Solan(Parwanoo)
Himachal Pradesh,Solan,Solan
Himachal Pradesh,Solan,Solan(Nalagarh)
Himachal Pradesh,Solan,Solan(Rajgarh)
Himachal Pradesh,Solan,Solan(Banalgi)
Himachal Pradesh,Una,Santoshgarh
Himachal Pradesh,Una,Una
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh)
Jammu and Kashmir,Anantnag,Kulgam
Jammu and Kashmir,Anantnag,Vessue
Jammu and Kashmir,Anantnag,Dachinpora
Jammu and Kashmir,Anantnag,Qazigund
Jammu and Kashmir,Badgam,Budgam
Jammu and Kashmir,Badgam,Chadoora
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V)
Jammu and Kashmir,Baramulla,Bandipora
Jammu and Kashmir,Baramulla,Pattan
Jammu and Kashmir,Baramulla,Sambal
Jammu and Kashmir,Baramulla,Kanispora Baramulla (F&V)
Jammu and Kashmir,Baramulla,Rafi-Abad
Jammu and Kashmir,Baramulla,Tangmarg
Jammu and Kashmir,Baramulla,Nowpora
Jammu and Kashmir,Jammu,Akhnoor
Jammu and Kashmir,Jammu,Jammu (Grain Mandi)
Jammu and Kashmir,Jammu,Samba
Jammu and Kashmir,Jammu,Batote
Jammu and Kashmir,Jammu,Narwal Jammu (F&V)
Jammu and Kashmir,Kargil,Khurbtang-Kargil
Jammu and Kashmir,Kargil,Leh
Jammu and Kashmir,Kathua,Kathua
Jammu and Kashmir,Kupwara,Bumhama-Kupwara (F&V)
Jammu and Kashmir,Kupwara,HandwaraFV
Jammu and Kashmir,Kupwara,Langate
Jammu and Kashmir,Pulwama,Pulwama (F&V)
Jammu and Kashmir,Pulwama,Shopian
Jammu and Kashmir,Pulwama,Tral
Jammu and Kashmir,Rajouri,Rajouri (F&V)
Jammu and Kashmir,Srinagar,Bagh(Srinagar)
Jammu and Kashmir,Srinagar,Ganderbal
Jammu and Kashmir,Srinagar,Parimpore
Jammu and Kashmir,Udhampur,Reasi
Jammu and Kashmir,Udhampur,Udhampur
Jharkhand,Bokaro,Bermo
Jharkhand,Bokaro,Bokaro (Chas)
Jharkhand,Chatra,Chatra
Jharkhand,Deogarh,Deoghar
Jharkhand,Deogarh,Madhupur
Jharkhand,Dhanbad,Dhanbad
Jharkhand,Dumka,Dumka
Jharkhand,East Singhbhum,Chakulia
Jharkhand,East Singhbhum,Jamshedpur
Jharkhand,Garhwa,Gadhwah
Jharkhand,Giridih,Giridih
Jharkhand,Godda,Godda
Jharkhand,Gumla,Gumla
Jharkhand,Hazaribagh,Hazaribagh
Jharkhand,Hazaribagh,Ramgarh
Jharkhand,Jamtara,Jamtara
Jharkhand,Koderma,Koderma
Jharkhand,Latehar,Latehar
Jharkhand,Lohardaga,Lohardaga
Jharkhand,Pakur,Pakur
Jharkhand,Palamu,Daltenganj
Jharkhand,Ranchi,Khunti
Jharkhand,Ranchi,Ranchi
Jharkhand,Sahebgang,Sahebganj
Jharkhand,Saraikela(Kharsanwa),Saraikela
Jharkhand,Simdega,Barhmba
Jharkhand,Simdega,Simdega
Jharkhand,West Singbhum,Chaibasa
Karnataka,Bagalkot,Badami
Karnataka,Bagalkot,Bagalkot(Bigali)
Karnataka,Bagalkot,Jamakhandi
Karnataka,Bagalkot,Badami(Keruru)
Karnataka,Bagalkot,Hunagunda(Hilakal)
Karnataka,Bagalkot,Mahalingapura(Mudagol)
Karnataka,Bagalkot,Bagalakot
Karnataka,Bagalkot,Hungund
Karnataka,Bagalkot,Mhalingapur
Karnataka,Bangalore,Bangalore
Karnataka,Bangalore,Doddaballa Pur
Karnataka,Bangalore,Hoskote
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore"
Karnataka,Bangalore,Fruits & Vegetable(Kalsipalya)
Karnataka,Bangalore,Kanakapura
Karnataka,Bangalore,Channapatana
Karnataka,Bangalore,Fruits & Vegetable(Singena Agrahara)
Karnataka,Belgaum,Athani
Karnataka,Belgaum,Kudchi
Karnataka,Belgaum,Sankeshwar
Karnataka,Belgaum,Bailahongal
Karnataka,Belgaum,Nandagada
Karnataka,Belgaum,Sankeshwara((Hukkeri)
Karnataka,Belgaum,Belgaum
Karnataka,Belgaum,Nippani
Karnataka,Belgaum,Soundati
Karnataka,Belgaum,Belgaum(Herebhagevadi)
Karnataka,Belgaum,Ramdurga
Karnataka,Belgaum,Soundatti(Heragatti)
Karnataka,Belgaum,Gokak
Karnataka,Belgaum,Ramdurga(Katikola)
Karnataka,Belgaum,Soundatti(Munavalli)
Karnataka,Bellary,Bellary
Karnataka,Bellary,Hospet
Karnataka,Bellary,Kottur
Karnataka,Bellary,H.B. Halli
Karnataka,Bellary,Hospet(Kampli)
Karnataka,Bellary,Sandur
Karnataka,Bellary,Hoovinahadagali
Karnataka,Bellary,Hospet(Mariyammana halli)
Karnataka,Bellary,Sirguppa
Karnataka,Bidar,Aurad
Karnataka,Bidar,Bhalki
Karnataka,Bidar,Humanabad
Karnataka,Bidar,Basava Kalayana
Karnataka,Bidar,Bidar
Karnataka,Bijapur,Bijapur
Karnataka,Bijapur,Sindagi(chadachan)
Karnataka,Bijapur,Talikot
Karnataka,Bijapur,Bijapur(Basavanabhage Vadi)
Karnataka,Bijapur,Sindagi(Devarayipparagi)
Karnataka,Bijapur,Talikot(Muddebehala)
Karnataka,Bijapur,Sindagi
Karnataka,Bijapur,Sindagi(Hendi)
Karnataka,Chamrajnagar,Chamaraj Nagar
Karnataka,Chamrajnagar,Gundlupet
Karnataka,Chamrajnagar,Kollegal
Karnataka,Chikmagalur,Chikkamagalore
Karnataka,Chikmagalur,Koppa
Karnataka,Chikmagalur,Sringeri
Karnataka,Chikmagalur,Kadur
Karnataka,Chikmagalur,Moodigere
Karnataka,Chikmagalur,Tarikere
Karnataka,Chitradurga,Challakere
Karnataka,Chitradurga,Chitradurga(Bheemasamudra)
Karnataka,Chitradurga,Hosadurga
Karnataka,Chitradurga,Chitradurga
Karnataka,Chitradurga,Hiriyur
Karnataka,Chitradurga,Rampura
Karnataka,Davangere,Channagiri
Karnataka,Davangere,Harappana Halli
Karnataka,Davangere,Honnali
Karnataka,Davangere,Davangere
Karnataka,Davangere,Harihara
Karnataka,Davangere,Jagalur
Karnataka,Dharwad,Annigeri
Karnataka,Dharwad,Dharwar
Karnataka,Dharwad,Kalagategi
Karnataka,Dharwad,Dharwad(Alanawar)
Karnataka,Dharwad,Hubli (Amaragol)
Karnataka,Dharwad,Kundagol
Karnataka,Gadag,Gadag
Karnataka,Gadag,Laxmeshwar
Karnataka,Gadag,Nargund(Sirol)
Karnataka,Gadag,Gadag(Hulakoti)
Karnataka,Gadag,Laxmeswar(Siratti)
Karnataka,Gadag,Nargunda
Karnataka,Gadag,Gadag(Mulagund)
Karnataka,Gadag,Mundaragi
Karnataka,Gadag,Rona
Karnataka,Gadag,Holehaluru(Rona)
Karnataka,Gulbarga,Alanda
Karnataka,Gulbarga,Gulbarga
Karnataka,Gulbarga,Shahapur
Karnataka,Gulbarga,Chincholi
Karnataka,Gulbarga,Gulburga(Afzalpur)
Karnataka,Gulbarga,Shorapur
Karnataka,Gulbarga,Chittapur
Karnataka,Gulbarga,Gulburga(Jhevargi)
Karnataka,Gulbarga,Yadagiri(Gurumittkal)
Karnataka,Gulbarga,Chittapura(Shahbad)
Karnataka,Gulbarga,Sedam
Karnataka,Gulbarga,Yadgir
Karnataka,Hassan,Arasikere
Karnataka,Hassan,Channarayapatna
Karnataka,Hassan,Holenarsipura
Karnataka,Hassan,Belur
Karnataka,Hassan,Hassan
Karnataka,Hassan,Sakaleshpura
Karnataka,Haveri,Byadagi
Karnataka,Haveri,Haveri(Guthal)
Karnataka,Haveri,Ranebennur(Halageri)
Karnataka,Haveri,Hanagal
Karnataka,Haveri,Hirekerur
Karnataka,Haveri,Savanur
Karnataka,Haveri,Hanagal(Hakkihaluru)
Karnataka,Haveri,Hirekeruru(Rattihalli)
Karnataka,Haveri,Shiggauv
Karnataka,Haveri,Haveri
Karnataka,Haveri,Ranebennur
Karnataka,Karwar(Uttar Kannad),Haliyala
Karnataka,Karwar(Uttar Kannad),Karwar
Karnataka,Karwar(Uttar Kannad),Sirsi
Karnataka,Karwar(Uttar Kannad),Haliyala(Dandeli)
Karnataka,Karwar(Uttar Kannad),Kumta
Karnataka,Karwar(Uttar Kannad),Yallapura(Kiruvathi)
Karnataka,Karwar(Uttar Kannad),Honnavar
Karnataka,Karwar(Uttar Kannad),Mundgod
Karnataka,Karwar(Uttar Kannad),Yellapur
Karnataka,Karwar(Uttar Kannad),Honnavara(Bhatkal)
Karnataka,Karwar(Uttar Kannad),Siddapur
Karnataka,Kolar,Bangarpet
Karnataka,Kolar,Chintamani
Karnataka,Kolar,Malur
Karnataka,Kolar,Bhagepalli
Karnataka,Kolar,Gowribidanoor
Karnataka,Kolar,Mulabagilu
Karnataka,Kolar,Chickkaballapura
Karnataka,Kolar,Kolar
Karnataka,Kolar,Srinivasapur
Karnataka,Koppal,Gangavathi
Karnataka,Koppal,Kustagi
Karnataka,Koppal,Yalburga
Karnataka,Koppal,Gangavathi(Karatagi)
Karnataka,Koppal,Kustagi(Hanumasagar)
Karnataka,Madikeri(Kodagu),Gonikappal
Karnataka,Madikeri(Kodagu),Somawarpet(Suntikoppa)
Karnataka,Madikeri(Kodagu),Somvarpet
Karnataka,Madikeri(Kodagu),Madikeri
Karnataka,Mandya,K.R. Pet
Karnataka,Mandya,Mandya
Karnataka,Mandya,Pandavapura
Karnataka,Mandya,Maddur
Karnataka,Mandya,Nagamangala
Karnataka,Mandya,Srirangapattana
Karnataka,Mandya,Malavalli
Karnataka,Mangalore(Dakshin Kannad),Bantvala(Vittla)
Karnataka,Mangalore(Dakshin Kannad),Mangalore
Karnataka,Mangalore(Dakshin Kannad),Puttur
Karnataka,Mangalore(Dakshin Kannad),Bantwala
Karnataka,Mangalore(Dakshin Kannad),Manglore(Moodabidri)
Karnataka,Mangalore(Dakshin Kannad),Sulya
Karnataka,Mangalore(Dakshin Kannad),Belthangdi
Karnataka,Mysore,Hunsur
Karnataka,Mysore,Nanjangud
Karnataka,Mysore,Santhesargur
Karnataka,Mysore,K.R.Nagar
Karnataka,Mysore,Piriya Pattana
Karnataka,Mysore,T. Narasipura
Karnataka,Mysore,Mysore (Bandipalya)
Karnataka,Mysore,Santhesaguru(H.D.Kota)
Karnataka,Mysore,T.Narasipura(Bannur)
Karnataka,Raichur,Lingasugur
Karnataka,Raichur,Lingasuguru(Mudagal)
Karnataka,Raichur,Raichur
Karnataka,Raichur,Lingasuguru(Maski)
Karnataka,Raichur,Manvi
Karnataka,Raichur,Sindhanur
Karnataka,Ramanagar,Ramanagar
Karnataka,Shimoga,Bhadravathi
Karnataka,Shimoga,Shikaripura
Karnataka,Shimoga,Shimoga(Theertahalli)
Karnataka,Shimoga,Sagar
Karnataka,Shimoga,Shimoga
Karnataka,Shimoga,Sorabha
Karnataka,Shimoga,Sagar(Hosanagara)
Karnataka,Tumkur,Gubbi
Karnataka,Tumkur,Madhugiri
Karnataka,Tumkur,Tiptur
Karnataka,Tumkur,Huliyar
Karnataka,Tumkur,Pavagada
Karnataka,Tumkur,Tumkur
Karnataka,Tumkur,Koratagere
Karnataka,Tumkur,Sira
Karnataka,Tumkur,Turvekere
Karnataka,Tumkur,Kunigal
Karnataka,Udupi,Karkala
Karnataka,Udupi,Kundapura
Karnataka,Udupi,Udupi
Kerala,Alappuzha,Alappuzha
Kerala,Alappuzha,Cherthala
Kerala,Alappuzha,Madhavapuram
Kerala,Alappuzha,Aroor
Kerala,Alappuzha,Harippad
Kerala,Alappuzha,Mannar
Kerala,Alappuzha,Chengannur
Kerala,Alappuzha,Kayamkulam
Kerala,Ernakulam,Aluva
Kerala,Ernakulam,Koovapadi
Kerala,Ernakulam,North Paravur
Kerala,Ernakulam,Angamaly
Kerala,Ernakulam,Kothamangalam
Kerala,Ernakulam,Perumbavoor
Kerala,Ernakulam,Broadway market
Kerala,Ernakulam,Mazhuvannur
Kerala,Ernakulam,Piravam
Kerala,Ernakulam,Ernakulam
Kerala,Ernakulam,Moovattupuzha
Kerala,Ernakulam,Thrippunithura
Kerala,Ernakulam,Keezhampara
Kerala,Idukki,Adimali
Kerala,Idukki,Munnar
Kerala,Idukki,Thompramkudi
Kerala,Idukki,Kamakshi
Kerala,Idukki,Nedumkandam
Kerala,Idukki,Vandiperiyar
Kerala,Idukki,Kattappana
Kerala,Idukki,Thodupuzha
Kerala,Kannur,Irikkur
Kerala,Kannur,Kuthuparambu
Kerala,Kannur,Taliparamba
Kerala,Kannur,Irityy
Kerala,Kannur,Payyannur
Kerala,Kannur,Thalasserry
Kerala,Kannur,Kannur
Kerala,Kasargod,Kanjangadu
Kerala,Kasargod,Manjeswaram
Kerala,Kasargod,Neeleswaram
Kerala,Kasargod,Kasargod
Kerala,Kollam,Anchal
Kerala,Kollam,Kollam
Kerala,Kollam,Punalur
Kerala,Kollam,Chathanoor
Kerala,Kollam,Kottarakkara
Kerala,Kollam,Sasthamkotta
Kerala,Kollam,Kaliyanchanda
Kerala,Kottayam,Athirampuzha
Kerala,Kottayam,Kottayam
Kerala,Kottayam,Pampady
Kerala,Kottayam,Ettumanoor
Kerala,Kottayam,Kuruppanthura
